,Operator,Departure Time,Travel Duration,Arrival Time,price,Bus Type,Seats Left,Window Seats,rating,Source,Destination,distance
4524,Manish Travels Private Limited,2024-11-07 04:00:00,04hrs 00mins,2024-11-07 08:00:00,2700,VE A/C Sleeper (2+1),13,7,2.6,Mumbai,Pune,148
4525,NEW SANKALP TRAVELS,2024-11-07 19:45:00,04hrs 14mins,2024-11-07 23:59:00,899,NON A/C Sleeper (2+1),23,11,2.4,Mumbai,Pune,148
4526,VRL Travels,2024-11-07 17:30:00,06hrs 00mins,2024-11-07 23:30:00,500,A/C Sleeper (2+1),21,10,2.4,Mumbai,Pune,148
4527,SPR Tours And Travels,2024-11-07 16:01:00,07hrs 09mins,2024-11-07 23:10:00,2099,Non A/C Seater / Sleeper (2+1),40,20,2.2,Mumbai,Pune,148
4528,NEW SANKALP TRAVELS,2024-11-07 19:00:00,04hrs 59mins,2024-11-07 23:59:00,899,Bharat Benz A/C Sleeper (2+1),21,11,2.4,Mumbai,Pune,148
4529,N.T Shreyas,2024-11-07 19:30:00,07hrs 00mins,2024-11-07 02:30:00,555,NON A/C Seater (2+2),49,24,2.0,Mumbai,Pune,148
4530,N.T Star,2024-11-07 14:40:00,07hrs 25mins,2024-11-07 22:05:00,717,A/C Seater / Sleeper (2+1),47,25,2.0,Mumbai,Pune,148
4531,TIRUPATI TRAVELS,2024-11-07 15:30:00,06hrs 30mins,2024-11-07 22:00:00,800,A/C Sleeper (2+1),32,16,2.2,Mumbai,Pune,148
4532,Shree Mauli Travels,2024-11-07 18:15:00,05hrs 15mins,2024-11-07 23:30:00,849,Non A/C Seater / Sleeper (2+1),47,24,2.0,Mumbai,Pune,148
4533,Dhanunjaya A P Travels And Logistics,2024-11-07 19:00:00,06hrs 15mins,2024-11-07 01:15:00,1700,A/C Sleeper (2+1),19,10,2.4,Mumbai,Pune,148
4534,Purple Metrolink,2024-11-07 09:00:00,04hrs 00mins,2024-11-07 13:00:00,400,Bharat Benz A/C Seater (2+2),29,13,2.2,Mumbai,Pune,148
4536,Ajara Travels,2024-11-07 16:00:00,08hrs 30mins,2024-11-07 00:30:00,600,A/C Seater / Sleeper (2+1),15,8,2.4,Mumbai,Pune,148
4537,Yash Yatra Tour Orgniser,2024-11-07 20:50:00,06hrs 20mins,2024-11-07 03:10:00,500,A/C Seater Push Back (2+2),38,18,2.1,Mumbai,Pune,148
4538,Dolphin  travel  house,2024-11-07 16:50:00,04hrs 25mins,2024-11-07 21:15:00,1410,Bharat Benz A/C Sleeper (2+1),25,12,2.3,Mumbai,Pune,148
4539,N.T Yashshree,2024-11-07 16:30:00,05hrs 30mins,2024-11-07 22:00:00,819,Bharat Benz A/C Sleeper (2+1),23,12,2.3,Mumbai,Pune,148
4540,Manish Muskaan Travels,2024-11-07 17:00:00,06hrs 45mins,2024-11-07 23:45:00,1000,NON A/C Sleeper (2+1),30,16,2.2,Mumbai,Pune,148
4541,Sheetal Travels,2024-11-07 16:00:00,06hrs 00mins,2024-11-07 22:00:00,1100,NON A/C Sleeper (2+1),30,16,2.2,Mumbai,Pune,148
4542,Khandoba Travels,2024-11-07 14:50:00,06hrs 50mins,2024-11-07 21:40:00,700,NON A/C Seater (2+2),45,20,2.0,Mumbai,Pune,148
4543,R K Vishwakarma Tour And Travels,2024-11-07 05:50:00,02hrs 40mins,2024-11-07 08:30:00,2000,NON A/C Sleeper (2+1),18,7,2.4,Mumbai,Pune,148
4544,National travels ntsb,2024-11-07 15:36:00,05hrs 50mins,2024-11-07 21:26:00,1950,Bharat Benz A/C Sleeper (2+1),34,10,2.2,Mumbai,Pune,148
4545,Akash Holidays,2024-11-07 20:15:00,02hrs 59mins,2024-11-07 23:14:00,750,Bharat Benz A/C Sleeper (2+1),26,14,2.2,Mumbai,Pune,148
4546,Kohinoor Travels,2024-11-07 20:00:00,05hrs 30mins,2024-11-07 01:30:00,500,NON A/C Seater / Sleeper (3+1),45,10,2.0,Mumbai,Pune,148
4547,Shree Devnarayan Travels,2024-11-07 10:00:00,04hrs 30mins,2024-11-07 14:30:00,1500,Non A/C Seater / Sleeper (2+1),41,22,2.0,Mumbai,Pune,148
4549,Orange Tours And Travels,2024-11-07 16:10:00,04hrs 35mins,2024-11-07 20:45:00,1800,Volvo 9600 Multi-Axle A/C Sleeper (2+1),34,16,2.1,Mumbai,Pune,148
4550,National travels ntsb,2024-11-07 18:30:00,05hrs 25mins,2024-11-07 23:55:00,1650,Bharat Benz A/C Sleeper (2+1),26,8,2.2,Mumbai,Pune,148
4552,Salasar vaishnav travels,2024-11-07 14:45:00,04hrs 00mins,2024-11-07 18:45:00,2900,Bharat Benz A/C Sleeper (2+1),26,14,2.2,Mumbai,Pune,148
4553,Anand Travels,2024-11-07 11:15:00,04hrs 05mins,2024-11-07 15:20:00,1410,NON A/C Sleeper (2+1),21,11,2.2,Mumbai,Pune,148
4554,National travels ntsb,2024-11-07 15:35:00,05hrs 50mins,2024-11-07 21:25:00,2500,Bharat Benz A/C Sleeper (2+1),26,8,2.2,Mumbai,Pune,148
4555,MR Travels,2024-11-07 14:25:00,06hrs 55mins,2024-11-07 21:20:00,1700,NON A/C Seater/ Sleeper (2+1),36,18,2.0,Mumbai,Pune,148
4556,N.T Krishna,2024-11-07 15:00:00,07hrs 10mins,2024-11-07 22:10:00,1119,AC Sleeper (2+1),34,17,2.0,Mumbai,Pune,148
4557,Karan Tours And Travels,2024-11-07 22:00:00,05hrs 15mins,2024-11-07 03:15:00,3000,Bharat Benz A/C Sleeper (2+1),24,13,2.2,Mumbai,Pune,148
4559,Hey Mahadev Travels,2024-11-07 15:30:00,05hrs 30mins,2024-11-07 21:00:00,2600,NON A/C Sleeper (2+1),30,16,2.1,Mumbai,Pune,148
4560,Ajara Travels,2024-11-07 20:15:00,03hrs 55mins,2024-11-07 00:10:00,665,A/C Seater / Sleeper (2+1),32,16,2.0,Mumbai,Pune,148
4561,Manish Muskaan Travels,2024-11-07 16:30:00,06hrs 45mins,2024-11-07 23:15:00,999,NON A/C Sleeper (2+1),17,10,2.2,Mumbai,Pune,148
4562,Shubhra Sharma Tourist Services,2024-11-07 16:46:00,07hrs 13mins,2024-11-07 23:59:00,1500,A/C Sleeper (2+1),34,17,2.0,Mumbai,Pune,148
4564,Mahadev Travels,2024-11-07 15:15:00,05hrs 00mins,2024-11-07 20:15:00,3900,A/C Seater / Sleeper (2+1),40,21,2.0,Mumbai,Pune,148
4565,Mahadev Travels,2024-11-07 15:00:00,03hrs 30mins,2024-11-07 18:30:00,3900,A/C Seater / Sleeper (2+1),40,20,2.0,Mumbai,Pune,148
4566,Sri Krishna Travels,2024-11-07 10:30:00,04hrs 45mins,2024-11-07 15:15:00,1600,NON A/C Sleeper (2+1),10,3,2.3,Mumbai,Pune,148
4568,Ajara Travels,2024-11-07 18:00:00,06hrs 30mins,2024-11-07 00:30:00,700,Non AC Seater (2+2),22,10,2.1,Mumbai,Pune,148
4570,BK Travels,2024-11-07 15:30:00,05hrs 00mins,2024-11-07 20:30:00,1199,NON A/C Sleeper (2+1),32,10,2.0,Mumbai,Pune,148
4571,BK Travels,2024-11-07 14:30:00,07hrs 45mins,2024-11-07 22:15:00,1800,NON A/C Sleeper (2+1),34,10,2.0,Mumbai,Pune,148
4572,Golden Metrolink,2024-11-07 07:30:00,04hrs 30mins,2024-11-07 12:00:00,350,A/C Seater (2+2),26,9,2.0,Mumbai,Pune,148
4574,N.T Ashoka,2024-11-07 19:30:00,06hrs 00mins,2024-11-07 01:30:00,717,AC Sleeper (2+1),19,7,2.1,Mumbai,Pune,148
4575,N.T M.B LINK,2024-11-07 21:30:00,05hrs 10mins,2024-11-07 02:40:00,717,AC Sleeper (2+1),26,8,2.0,Mumbai,Pune,148
4576,Anand Travels,2024-11-07 16:00:00,05hrs 20mins,2024-11-07 21:20:00,2010,NON A/C Sleeper (2+1),20,10,2.1,Mumbai,Pune,148
4577,Datta KrupaTravels,2024-11-07 03:00:00,03hrs 30mins,2024-11-07 06:30:00,2300,VE A/C Sleeper (2+1),36,18,1.9,Mumbai,Pune,148
4578,Shree balaji tour and travels,2024-11-07 13:30:00,05hrs 00mins,2024-11-07 18:30:00,1699,A/C Seater/Sleeper (2+1),11,4,2.2,Mumbai,Pune,148
4579,National travels ntsb,2024-11-07 11:40:00,06hrs 13mins,2024-11-07 17:53:00,1800,Bharat Benz A/C Sleeper (2+1),12,2,2.2,Mumbai,Pune,148
4580,Syndicate Travels  (India),2024-11-07 21:15:00,05hrs 15mins,2024-11-07 02:30:00,800,A/C Sleeper (2+1),30,16,1.9,Mumbai,Pune,148
4582,Datta KrupaTravels,2024-11-07 03:35:00,01hrs 55mins,2024-11-07 05:30:00,1900,A/C Sleeper (2+1),34,16,1.9,Mumbai,Pune,148
4583,N.T Priyanka Top Bus,2024-11-07 19:15:00,05hrs 30mins,2024-11-07 00:45:00,1119,AC Sleeper (2+1),25,8,2.0,Mumbai,Pune,148
4584,N.T Gajal,2024-11-07 14:25:00,06hrs 25mins,2024-11-07 20:50:00,818,AC Sleeper (2+1),29,15,1.9,Mumbai,Pune,148
4585,Konduskar Travels Pvt. Ltd,2024-11-07 19:50:00,07hrs 40mins,2024-11-07 03:30:00,1020,Bharat Benz A/C Sleeper (2+1),19,9,2.0,Mumbai,Pune,148
4586,Swami  travel,2024-11-07 23:20:00,04hrs 00mins,2024-11-07 03:20:00,500,VE A/C Seater / Sleeper (2+1),19,3,2.0,Mumbai,Pune,148
4587,N.T Shubham,2024-11-07 14:30:00,07hrs 55mins,2024-11-07 22:25:00,717,Non AC Seater (2+2),41,17,1.7,Mumbai,Pune,148
4588,Swami  travel,2024-11-07 23:50:00,03hrs 35mins,2024-11-07 03:25:00,700,A/C Sleeper (2+1),18,6,2.0,Mumbai,Pune,148
4589,N.T M.B LINK,2024-11-07 20:30:00,06hrs 00mins,2024-11-07 02:30:00,717,AC Sleeper (2+1),26,8,1.9,Mumbai,Pune,148
4590,BK Travels,2024-11-07 15:00:00,06hrs 30mins,2024-11-07 21:30:00,1200,NON A/C Seater/ Sleeper (2+1),18,9,2.0,Mumbai,Pune,148
4591,Sitaram Tours and Travels,2024-11-07 09:25:00,04hrs 05mins,2024-11-07 13:30:00,400,Bharat Benz A/C Seater (2+2),23,9,1.9,Mumbai,Pune,148
4593,N.T Jaguar,2024-11-07 16:00:00,07hrs 15mins,2024-11-07 23:15:00,1527,AC Sleeper (2+1),38,20,1.7,Mumbai,Pune,148
4596,Anand Travels,2024-11-07 10:30:00,04hrs 45mins,2024-11-07 15:15:00,1410,NON A/C Sleeper (2+1),13,6,2.0,Mumbai,Pune,148
4597,Bicchoo Travels Pvt Ltd,2024-11-07 15:00:00,07hrs 00mins,2024-11-07 22:00:00,1500,Bharat Benz A/C Sleeper (2+1),36,18,1.7,Mumbai,Pune,148
4598,MR Travels,2024-11-07 15:15:00,06hrs 15mins,2024-11-07 21:30:00,1150,NON A/C Seater/ Sleeper (2+1),11,7,2.0,Mumbai,Pune,148
4599,Bicchoo Travels Pvt Ltd,2024-11-07 14:30:00,08hrs 00mins,2024-11-07 22:30:00,1500,Bharat Benz NON A/C sleeper (2+1),34,17,1.7,Mumbai,Pune,148
4600,Dolphin Travel House (37),2024-11-07 13:00:00,07hrs 10mins,2024-11-07 20:10:00,1810,Bharat Benz A/C Sleeper (2+1),35,17,1.7,Mumbai,Pune,148
4601,Ajara Travels,2024-11-07 17:30:00,06hrs 50mins,2024-11-07 00:20:00,1300,A/C Sleeper (2+1),17,10,1.9,Mumbai,Pune,148
4602,Konduskar Travels Pvt. Ltd,2024-11-07 19:20:00,08hrs 10mins,2024-11-07 03:30:00,820,Bharat Benz A/C Sleeper (2+1),23,13,1.8,Mumbai,Pune,148
4604,Shree Patel  Travels®,2024-11-07 04:40:00,03hrs 40mins,2024-11-07 08:20:00,1500,A/C Sleeper (2+1),18,7,1.9,Mumbai,Pune,148
4607,ANMOL TOURS & TRAVELS,2024-11-07 18:00:00,05hrs 30mins,2024-11-07 23:30:00,13500,Bharat Benz A/C Sleeper (2+1),36,18,2.1,Mumbai,Pune,148
4609,N.T M.B LINK,2024-11-07 22:30:00,05hrs 00mins,2024-11-07 03:30:00,717,AC Sleeper (2+1),27,10,1.7,Mumbai,Pune,148
4611,KALYANI TRAVELS,2024-11-07 15:04:00,03hrs 30mins,2024-11-07 18:34:00,2380,A/C Seater / Sleeper (2+1),27,14,1.7,Mumbai,Pune,148
4612,Hey Rajeshwar Travels,2024-11-07 07:13:00,04hrs 52mins,2024-11-07 12:05:00,1100,NON A/C Sleeper (2+1),29,13,1.6,Mumbai,Pune,148
4613,Dolphin  travel  house,2024-11-07 19:45:00,04hrs 44mins,2024-11-07 00:29:00,1110,A/C Sleeper (2+1),36,18,1.5,Mumbai,Pune,148
4614,Jyotirling Travels,2024-11-07 17:00:00,07hrs 15mins,2024-11-07 00:15:00,2000,Bharat Benz A/C Seater /Sleeper (2+1),51,11,1.4,Mumbai,Pune,148
4615,Bhagyalaxmi Travels,2024-11-07 02:01:00,03hrs 59mins,2024-11-07 06:00:00,1300,NON A/C Sleeper (2+1),13,5,1.8,Mumbai,Pune,148
4617,Dolphin  travel  house,2024-11-07 19:30:00,05hrs 00mins,2024-11-07 00:30:00,760,A/C Sleeper (2+2),48,20,1.3,Mumbai,Pune,148
4618,Star Travels,2024-11-07 17:15:00,08hrs 15mins,2024-11-07 01:30:00,2000,A/C Seater / Sleeper (2+1),19,11,1.7,Mumbai,Pune,148
4620,KRSNA Travels,2024-11-07 22:30:00,04hrs 45mins,2024-11-07 03:15:00,910,Mercedes Benz A/C Sleeper (2+1),18,10,1.6,Mumbai,Pune,148
4622,Sanjay Travels,2024-11-07 20:00:00,06hrs 14mins,2024-11-07 02:14:00,900,A/C Sleeper (2+1),30,16,1.4,Mumbai,Pune,148
4623,Shree Rajaram Travels,2024-11-07 17:10:00,03hrs 50mins,2024-11-07 21:00:00,2312,NON A/C Sleeper (2+1),34,16,1.4,Mumbai,Pune,148
4624,N.T Nikhil,2024-11-07 19:00:00,04hrs 30mins,2024-11-07 23:30:00,515,NON AC Seater/ Sleeper (2+1),43,21,1.2,Mumbai,Pune,148
4625,Geetanjali Travels,2024-11-07 21:00:00,04hrs 55mins,2024-11-07 01:55:00,749,A/C Seater/Sleeper (2+1),48,11,1.2,Mumbai,Pune,148
4626,ONE 10 Travels,2024-11-07 06:00:00,05hrs 00mins,2024-11-07 11:00:00,899,NON A/C Sleeper (2+1),20,8,1.5,Mumbai,Pune,148
4627,Ajara Travels,2024-11-07 16:15:00,07hrs 35mins,2024-11-07 23:50:00,570,Non AC Seater (2+2),41,19,1.2,Mumbai,Pune,148
4629,Shree Rajaram Travels,2024-11-07 14:20:00,02hrs 35mins,2024-11-07 16:55:00,679,NON A/C Sleeper (2+1),23,9,1.4,Mumbai,Pune,148
4630,Kohinoor Travels,2024-11-07 20:25:00,05hrs 05mins,2024-11-07 01:30:00,999,NON A/C Seater / Sleeper (3+1),31,5,1.3,Mumbai,Pune,148
4631,VRL Travels,2024-11-07 22:00:00,04hrs 30mins,2024-11-07 02:30:00,1300,A/C Seater / Sleeper (2+1),14,7,1.5,Mumbai,Pune,148
4632,Hira Travels,2024-11-07 20:00:00,05hrs 30mins,2024-11-07 01:30:00,510,A/C Seater/Sleeper (2+1),40,23,1.1,Mumbai,Pune,148
4633,New Blossom KGN Bus,2024-11-07 17:30:00,06hrs 05mins,2024-11-07 23:35:00,1150,A/C Sleeper (2+1),35,18,1.2,Mumbai,Pune,148
4634,N.T Muskan,2024-11-07 12:05:00,05hrs 20mins,2024-11-07 17:25:00,1527,AC Sleeper (2+1),28,14,1.3,Mumbai,Pune,148
4636,Jain travels regd,2024-11-07 13:05:00,04hrs 00mins,2024-11-07 17:05:00,1700,A/C Seater / Sleeper (2+1),39,23,1.1,Mumbai,Pune,148
4637,Shree Patel  Travels®,2024-11-07 02:25:00,03hrs 40mins,2024-11-07 06:05:00,1400,A/C Sleeper (2+1),14,5,1.4,Mumbai,Pune,148
4638,Shree Balaji Tours and Travels,2024-11-07 18:00:00,07hrs 30mins,2024-11-07 01:30:00,800,A/C Seater / Sleeper (2+1),42,21,1.0,Mumbai,Pune,148
4639,Ravina Travels (Regd),2024-11-07 23:15:00,05hrs 05mins,2024-11-07 04:20:00,2999,A/C Sleeper (2+1),25,14,1.3,Mumbai,Pune,148
4640,Pawan Travels Mumbai,2024-11-07 18:00:00,05hrs 55mins,2024-11-07 23:55:00,925,NON A/C Seater/ Sleeper (2+1),42,21,1.0,Mumbai,Pune,148
4641,Khandoba Travels,2024-11-07 19:00:00,06hrs 30mins,2024-11-07 01:30:00,719,NON A/C Seater (2+2),42,18,1.0,Mumbai,Pune,148
4642,M R Travels,2024-11-07 09:30:00,05hrs 25mins,2024-11-07 14:55:00,2000,Bharat Benz A/C Seater /Sleeper (2+1),43,25,1.0,Mumbai,Pune,148
4643,Swami  travel,2024-11-07 21:45:00,06hrs 27mins,2024-11-07 04:12:00,650,Bharat Benz A/C Seater (2+2),41,18,1.0,Mumbai,Pune,148
4644,Nakshatra Travels,2024-11-07 17:30:00,05hrs 59mins,2024-11-07 23:29:00,577,A/C Seater/Sleeper (2+1),39,22,1.0,Mumbai,Pune,148
4645,Ravi Krishna Travels,2024-11-07 04:00:00,03hrs 00mins,2024-11-07 07:00:00,1230,A/C Sleeper (2+1),11,5,1.4,Mumbai,Pune,148
4646,N.T Krishna,2024-11-07 15:00:00,07hrs 10mins,2024-11-07 22:10:00,717,Non AC Seater (2+2),40,17,1.0,Mumbai,Pune,148
4647,AR Group Vijaylaxmi Travels,2024-11-07 20:40:00,02hrs 35mins,2024-11-07 23:15:00,499,A/C Seater / Sleeper (2+1),37,20,1.0,Mumbai,Pune,148
4648,PVS Tours and Travels,2024-11-07 17:00:00,05hrs 15mins,2024-11-07 22:15:00,3000,A/C Seater Push Back (2+2),45,22,1.0,Mumbai,Pune,148
4649,Shree Balaji Travels,2024-11-07 22:30:00,03hrs 55mins,2024-11-07 02:25:00,1500,NON A/C Sleeper (2+1),26,9,1.2,Mumbai,Pune,148
4650,Shree Maharaja Tours and Travels,2024-11-07 06:30:00,04hrs 00mins,2024-11-07 10:30:00,476,Bharat Benz A/C Seater (2+1),14,5,1.3,Mumbai,Pune,148
4651,Abhishek Vishal Travels,2024-11-07 14:50:00,05hrs 35mins,2024-11-07 20:25:00,799,NON A/C Push Back (2+2),36,17,1.0,Mumbai,Pune,148
4652,Khandoba Tours & Travels,2024-11-07 14:40:00,06hrs 20mins,2024-11-07 21:00:00,1000,A/C Sleeper (2+1),36,18,1.0,Mumbai,Pune,148
4653,Vijaylaxmi Tours & Travels,2024-11-07 07:00:00,04hrs 50mins,2024-11-07 11:50:00,299,A/C Seater (2+2),34,15,1.0,Mumbai,Pune,148
4654,Dhanalaxmi Tours & Travels,2024-11-07 09:00:00,04hrs 00mins,2024-11-07 13:00:00,600,Bharat Benz (2+2),35,15,1.0,Mumbai,Pune,148
4655,Giroba Travels,2024-11-07 16:00:00,06hrs 00mins,2024-11-07 22:00:00,800,A/C Seater Hi-Tech Push Back (2+2),35,14,1.0,Mumbai,Pune,148
4656,Shreyas Travels,2024-11-07 21:00:00,05hrs 15mins,2024-11-07 02:15:00,919,A/C Sleeper (2+1),36,12,1.0,Mumbai,Pune,148
4657,Sharma Travels,2024-11-07 18:00:00,05hrs 45mins,2024-11-07 23:45:00,953,AC Sleeper (2+1),32,17,1.0,Mumbai,Pune,148
4658,N.T Ashoka,2024-11-07 21:00:00,05hrs 30mins,2024-11-07 02:30:00,1019,AC Sleeper (2+1),32,16,1.0,Mumbai,Pune,148
4659,Meera Tours & Travels,2024-11-07 09:25:00,05hrs 00mins,2024-11-07 14:25:00,1500,NON A/C Seater/ Sleeper (2+1),33,16,1.0,Mumbai,Pune,148
4660,KGN Bus,2024-11-07 15:00:00,06hrs 50mins,2024-11-07 21:50:00,1400,A/C Sleeper (2+1),32,16,1.0,Mumbai,Pune,148
4661,Khandoba Krishna Travels,2024-11-07 14:40:00,06hrs 20mins,2024-11-07 21:00:00,1000,A/C Sleeper (2+1),31,12,1.0,Mumbai,Pune,148
4662,N.T New Aakash,2024-11-07 20:15:00,06hrs 45mins,2024-11-07 03:00:00,818,AC Sleeper (2+1),29,15,1.0,Mumbai,Pune,148
4663,N.T Shreyas,2024-11-07 21:00:00,06hrs 00mins,2024-11-07 03:00:00,919,AC Sleeper (2+1),31,10,1.0,Mumbai,Pune,148
4664,N.T Ashoka,2024-11-07 18:30:00,06hrs 25mins,2024-11-07 00:55:00,717,AC Sleeper (2+1),30,10,1.0,Mumbai,Pune,148
4665,Safar Travels.,2024-11-07 19:30:00,04hrs 15mins,2024-11-07 23:45:00,1500,AC Sleeper (2+1),30,16,1.0,Mumbai,Pune,148
4666,Maa tours & Travels,2024-11-07 17:30:00,06hrs 00mins,2024-11-07 23:30:00,800,A/C Seater (2+2),29,12,1.0,Mumbai,Pune,148
4667,Sharma Travels,2024-11-07 16:30:00,07hrs 00mins,2024-11-07 23:30:00,1000,A/C Sleeper (2+1),28,14,1.0,Mumbai,Pune,148
4668,Humsafar Travels,2024-11-07 21:45:00,04hrs 30mins,2024-11-07 02:15:00,900,Bharat Benz A/C Sleeper (2+1),28,13,1.0,Mumbai,Pune,148
4669,Dolphin Travel House (22),2024-11-07 18:15:00,06hrs 14mins,2024-11-07 00:29:00,1110,A/C Sleeper (2+1),30,10,1.0,Mumbai,Pune,148
4670,Dolphin  travel  house,2024-11-07 20:00:00,04hrs 15mins,2024-11-07 00:15:00,910,A/C Sleeper (2+1),29,10,1.0,Mumbai,Pune,148
4671,Kesarkar Travels,2024-11-07 20:45:00,03hrs 14mins,2024-11-07 23:59:00,2100,Bharat Benz A/C Sleeper (2+1),30,16,1.0,Mumbai,Pune,148
4672,Kesarkar Travels,2024-11-07 17:30:00,06hrs 29mins,2024-11-07 23:59:00,2200,Bharat Benz A/C Sleeper (2+1),30,16,1.0,Mumbai,Pune,148
4673,Kesarkar Travels,2024-11-07 18:00:00,05hrs 55mins,2024-11-07 23:55:00,2200,Bharat Benz A/C Sleeper (2+1),30,16,1.0,Mumbai,Pune,148
4674,N.T Abhinav,2024-11-07 14:30:00,08hrs 10mins,2024-11-07 22:40:00,1119,AC Sleeper (2+1),29,9,1.0,Mumbai,Pune,148
4676,Sitaram Tours and Travels,2024-11-07 10:30:00,06hrs 10mins,2024-11-07 16:40:00,400,Bharat Benz A/C Seater (2+2),25,11,1.0,Mumbai,Pune,148
4677,Shree Balaji Travels,2024-11-07 23:59:00,04hrs 46mins,2024-11-07 04:45:00,1300,NON A/C Sleeper (2+1),28,10,1.0,Mumbai,Pune,148
4678,Manish Travels Private Limited,2024-11-07 09:10:00,04hrs 20mins,2024-11-07 13:30:00,2000,VE A/C Sleeper (2+1),27,16,1.0,Mumbai,Pune,148
4679,East West Travels,2024-11-07 15:00:00,04hrs 35mins,2024-11-07 19:35:00,999,NON A/C Sleeper (2+1),24,13,1.0,Mumbai,Pune,148
4680,Anand Travels,2024-11-07 18:00:00,05hrs 30mins,2024-11-07 23:30:00,1715,A/C Sleeper (2+1),26,13,1.0,Mumbai,Pune,148
4681,Jain travels regd,2024-11-07 08:35:00,04hrs 13mins,2024-11-07 12:48:00,2000,AC Sleeper (2+1),20,7,1.1,Mumbai,Pune,148
4682,Sonu Dreamline Bus,2024-11-07 05:24:00,04hrs 20mins,2024-11-07 09:44:00,899,AC Sleeper (2+1),23,12,1.0,Mumbai,Pune,148
4683,Golden Metrolink,2024-11-07 08:30:00,04hrs 30mins,2024-11-07 13:00:00,350,A/C Seater (2+2),23,6,1.0,Mumbai,Pune,148
4684,N.T M.B LINK,2024-11-07 09:00:00,05hrs 00mins,2024-11-07 14:00:00,616,AC Sleeper (2+1),23,8,1.0,Mumbai,Pune,148
4685,Safar Travels.,2024-11-07 19:00:00,04hrs 15mins,2024-11-07 23:15:00,1000,AC Sleeper (2+1),23,11,1.0,Mumbai,Pune,148
4686,V k jain travels,2024-11-07 11:50:00,03hrs 10mins,2024-11-07 15:00:00,2000,A/C Sleeper (2+1),26,12,1.0,Mumbai,Pune,148
4687,M R Travels,2024-11-07 13:30:00,04hrs 30mins,2024-11-07 18:00:00,2550,A/C Seater / Sleeper (2+1),27,13,1.0,Mumbai,Pune,148
4688,M R Travels,2024-11-07 08:10:00,06hrs 00mins,2024-11-07 14:10:00,3060,A/C Seater / Sleeper (2+1),28,11,1.0,Mumbai,Pune,148
4689,DHANUNJAYA TRAVELS,2024-11-07 12:00:00,05hrs 40mins,2024-11-07 17:40:00,1200,A/C Sleeper (2+1),21,9,1.0,Mumbai,Pune,148
4690,Mahalaxmi Bus (Lokre Bandhu),2024-11-07 16:45:00,07hrs 10mins,2024-11-07 23:55:00,600,NON A/C Seater Push Back (2+2),18,6,1.0,Mumbai,Pune,148
4691,Maa tours & Travels,2024-11-07 17:00:00,05hrs 45mins,2024-11-07 22:45:00,1800,A/C Seater (2+2),20,8,1.0,Mumbai,Pune,148
4692,Sai Darshan Travels®,2024-11-07 04:15:00,04hrs 45mins,2024-11-07 09:00:00,1500,AC Sleeper (2+1),14,5,1.0,Mumbai,Pune,148
4693,Bhagyalaxmi Travels  (B!gbull),2024-11-07 03:00:00,03hrs 30mins,2024-11-07 06:30:00,1300,A/C Sleeper (2+1),12,5,1.0,Mumbai,Pune,148
4702,Shree Chaloba Travels,2024-11-07 18:30:00,05hrs 29mins,2024-11-07 23:59:00,2999,Non AC Seater (2+2),44,19,3.2,Mumbai,Pune,148
4703,National Tourist,2024-11-07 15:01:00,07hrs 10mins,2024-11-07 22:11:00,1515,AC Sleeper (2+1),36,18,3.2,Mumbai,Pune,148
4704,Mauli Travels (Tawde Sarkar),2024-11-07 19:45:00,03hrs 55mins,2024-11-07 23:40:00,800,A/C Sleeper (2+1),30,18,3.2,Mumbai,Pune,148
4705,Shivrameshwar Bane Tours & Travels,2024-11-07 15:30:00,05hrs 40mins,2024-11-07 21:10:00,5000,A/C Sleeper (2+1),30,18,3.2,Mumbai,Pune,148
4706,SHREE NEW SANTINATH TRAVELS,2024-11-07 13:45:00,11hrs 15mins,2024-11-07 01:00:00,1900,A/C Sleeper (2+1),32,14,5.0,Mumbai,Ahmedabad,526
4707,Shri Mallinath Travels,2024-11-07 18:00:00,11hrs 45mins,2024-11-07 05:45:00,1499,NON A/C Sleeper (2+1),24,12,5.0,Mumbai,Ahmedabad,526
4708,Shri Mallinath Travels,2024-11-07 12:00:00,11hrs 45mins,2024-11-07 23:45:00,2000,A/C Seater / Sleeper (2+1),26,12,5.0,Mumbai,Ahmedabad,526
4710,D R Travels,2024-11-07 12:00:00,12hrs 00mins,2024-11-07 00:00:00,2000,A/C Sleeper (2+1),11,7,4.7,Mumbai,Ahmedabad,526
4713,Patel Travels Lufthanza,2024-11-07 14:15:00,14hrs 15mins,2024-11-07 04:30:00,3000,Bharat Benz A/C Sleeper (2+1),12,6,4.7,Mumbai,Ahmedabad,526
4715,Bonny Travels,2024-11-07 19:30:00,13hrs 45mins,2024-11-07 09:15:00,1500,NON A/C Sleeper (2+1),22,11,4.3,Mumbai,Ahmedabad,526
4717,Mahakal Travels,2024-11-07 16:00:00,13hrs 00mins,2024-11-07 05:00:00,2500,A/C Sleeper (2+1),23,12,4.3,Mumbai,Ahmedabad,526
4719,Neeta Tours & Travels,2024-11-07 23:30:00,10hrs 00mins,2024-11-07 09:30:00,4000,A/C Sleeper (2+1),17,11,4.3,Mumbai,Ahmedabad,526
4722,Shri Rajeshwar Marudhar Travels,2024-11-07 12:15:00,12hrs 30mins,2024-11-07 00:45:00,1350,A/C Sleeper (2+1),16,8,4.0,Mumbai,Ahmedabad,526
